Crop,State,Season,year,Area,Production,Yield,avg_temperature_2m_mean,avg_temperature_2m_max,avg_temperature_2m_min,avg_relative_humidity_2m_mean,avg_wind_speed_10m_max,avg_wind_direction_10m_dominant,avg_precipitation_sum,avg_shortwave_radiation_sum,avg_surface_pressure_mean,avg_cloud_cover_mean
Wheat,Delhi,Total,2020,0.19,0.84,4360.0,24.94,32.21,18.75,49.35,1.87,241.92,1.85,17.29,98.19,44.78
Wheat,Delhi,Total,2021,0.18,0.81,4500.0,24.68,31.59,18.72,53.27,1.8,202.76,3.0,16.86,98.14,48.56
Wheat,Delhi,Total,2022,0.17,0.81,4650.0,25.47,32.71,19.36,52.88,1.9,226.42,2.18,17.15,98.08,42.16
Wheat,Delhi,Total,2023,0.17,0.8,4650.0,24.85,32.05,18.9,52.76,1.82,226.65,2.15,16.74,98.25,42.52
Wheat,Gujarat,Rabi,2020,10.17,32.59,3205.0,26.08,33.28,20.02,59.96,2.69,197.61,2.98,19.46,99.51,35.21
Wheat,Gujarat,Rabi,2021,10.4,33.33,3205.0,26.72,34.35,20.37,56.46,2.93,218.98,2.09,18.69,99.47,41.41
Wheat,Gujarat,Rabi,2022,10.67,34.64,3248.0,26.82,34.52,20.43,55.22,2.94,202.33,2.09,19.44,99.46,33.94
Wheat,Gujarat,Rabi,2023,12.46,37.73,3027.0,26.74,34.25,20.58,54.86,2.95,201.3,2.07,18.56,99.61,37.86
Wheat,Gujarat,Rabi,2024,12.82,40.14,3132.0,26.87,34.22,20.79,55.68,2.91,203.89,2.45,18.52,99.53,39.94
Wheat,Gujarat,Total,2020,10.17,32.59,3205.0,26.08,33.28,20.02,59.96,2.69,197.61,2.98,19.46,99.51,35.21
Wheat,Gujarat,Total,2021,10.4,33.33,3205.0,26.72,34.35,20.37,56.46,2.93,218.98,2.09,18.69,99.47,41.41
Wheat,Gujarat,Total,2022,10.67,34.64,3248.0,26.82,34.52,20.43,55.22,2.94,202.33,2.09,19.44,99.46,33.94
Wheat,Gujarat,Total,2023,12.46,37.73,3027.0,26.74,34.25,20.58,54.86,2.95,201.3,2.07,18.56,99.61,37.86
Wheat,Gujarat,Total,2024,12.82,40.14,3132.0,26.87,34.22,20.79,55.68,2.91,203.89,2.45,18.52,99.53,39.94
Wheat,Haryana,Rabi,2020,25.64,123.94,4834.0,24.79,31.98,18.69,50.33,1.77,228.86,2.05,17.53,98.3,45.49
Wheat,Haryana,Rabi,2021,23.05,104.47,4533.0,24.79,31.8,18.73,51.63,1.75,199.92,2.68,17.18,98.25,49.65
Wheat,Haryana,Rabi,2022,23.23,109.29,4704.0,25.36,32.53,19.26,52.85,1.86,221.75,2.4,17.26,98.19,43.2
Wheat,Haryana,Rabi,2023,23.7,111.91,4723.0,24.96,32.33,18.92,51.5,1.82,216.22,1.84,17.24,98.36,40.96
Wheat,Haryana,Rabi,2024,24.04,114.75,4774.0,25.79,33.07,19.63,47.37,1.91,229.07,1.79,16.75,98.27,45.58
Wheat,Haryana,Total,2020,25.64,123.94,4834.0,24.79,31.98,18.69,50.33,1.77,228.86,2.05,17.53,98.3,45.49
Wheat,Haryana,Total,2021,23.05,104.47,4533.0,24.79,31.8,18.73,51.63,1.75,199.92,2.68,17.18,98.25,49.65
Wheat,Haryana,Total,2022,23.23,109.29,4704.0,25.36,32.53,19.26,52.85,1.86,221.75,2.4,17.26,98.19,43.2
Wheat,Haryana,Total,2023,23.7,111.91,4723.0,24.96,32.33,18.92,51.5,1.82,216.22,1.84,17.24,98.36,40.96
Wheat,Haryana,Total,2024,24.04,114.75,4774.0,25.79,33.07,19.63,47.37,1.91,229.07,1.79,16.75,98.27,45.58
Wheat,Himachal Pradesh,Rabi,2020,3.33,5.7,1712.0,20.0,26.2,15.17,58.13,1.7,247.87,3.26,17.23,91.01,57.29
Wheat,Himachal Pradesh,Rabi,2021,3.2,5.49,1714.0,20.92,27.13,16.09,54.89,1.73,261.16,3.27,16.99,90.97,55.6
Wheat,Himachal Pradesh,Rabi,2022,3.19,5.92,1853.0,21.01,26.72,16.52,60.72,1.71,265.38,4.05,16.8,90.92,54.07
Wheat,Himachal Pradesh,Rabi,2023,3.17,7.86,2480.0,20.11,25.81,15.72,63.61,1.65,253.6,4.52,16.08,91.06,57.56
Wheat,Himachal Pradesh,Rabi,2024,3.19,6.98,2190.0,21.22,27.3,16.54,56.01,1.74,258.2,3.33,16.7,90.99,52.98
Wheat,Himachal Pradesh,Total,2020,3.33,5.7,1712.0,20.0,26.2,15.17,58.13,1.7,247.87,3.26,17.23,91.01,57.29
Wheat,Himachal Pradesh,Total,2021,3.2,5.49,1714.0,20.92,27.13,16.09,54.89,1.73,261.16,3.27,16.99,90.97,55.6
Wheat,Himachal Pradesh,Total,2022,3.19,5.92,1853.0,21.01,26.72,16.52,60.72,1.71,265.38,4.05,16.8,90.92,54.07
Wheat,Himachal Pradesh,Total,2023,3.17,7.86,2480.0,20.11,25.81,15.72,63.61,1.65,253.6,4.52,16.08,91.06,57.56
Wheat,Himachal Pradesh,Total,2024,3.19,6.98,2190.0,21.22,27.3,16.54,56.01,1.74,258.2,3.33,16.7,90.99,52.98
Wheat,Jammu And Kashmir,Rabi,2020,2.44,4.84,1985.0,-5.17,1.54,-11.48,69.74,1.63,224.01,1.42,18.92,59.15,53.29
Wheat,Jammu And Kashmir,Rabi,2021,2.83,5.84,2066.0,-4.3,2.45,-10.62,67.12,1.66,230.93,1.35,18.17,59.2,55.76
Wheat,Jammu And Kashmir,Rabi,2022,2.84,5.87,2062.0,-3.29,3.4,-9.36,66.34,1.64,240.41,1.39,18.69,59.2,52.65
Wheat,Jammu And Kashmir,Rabi,2023,2.84,5.87,2062.0,-3.35,2.93,-9.18,65.93,1.63,230.3,1.52,17.98,59.25,54.7
Wheat,Jammu And Kashmir,Total,2020,2.44,4.84,1985.0,-5.17,1.54,-11.48,69.74,1.63,224.01,1.42,18.92,59.15,53.29
Wheat,Jammu And Kashmir,Total,2021,2.83,5.84,2066.0,-4.3,2.45,-10.62,67.12,1.66,230.93,1.35,18.17,59.2,55.76
Wheat,Jammu And Kashmir,Total,2022,2.84,5.87,2062.0,-3.29,3.4,-9.36,66.34,1.64,240.41,1.39,18.69,59.2,52.65
Wheat,Jammu And Kashmir,Total,2023,2.84,5.87,2062.0,-3.35,2.93,-9.18,65.93,1.63,230.3,1.52,17.98,59.25,54.7
Wheat,Jharkhand,Rabi,2020,2.33,5.44,2337.0,22.27,27.97,17.65,72.02,1.83,237.05,5.09,15.97,94.08,52.92
Wheat,Jharkhand,Rabi,2021,2.28,5.19,2282.0,23.05,28.82,18.35,66.9,1.92,234.07,5.0,15.8,94.03,54.42
Wheat,Jharkhand,Rabi,2022,2.04,4.39,2146.0,23.29,29.62,18.05,64.11,2.0,235.34,3.15,16.76,93.99,49.29
Wheat,Jharkhand,Rabi,2023,2.28,4.81,2110.0,23.72,30.03,18.51,60.62,1.98,243.14,2.95,16.17,94.12,49.23
Wheat,Jharkhand,Rabi,2024,2.49,5.39,2169.0,23.73,29.75,18.8,65.14,2.01,237.66,4.04,15.9,94.07,54.58
Wheat,Jharkhand,Total,2020,2.33,5.44,2337.0,22.27,27.97,17.65,72.02,1.83,237.05,5.09,15.97,94.08,52.92
Wheat,Jharkhand,Total,2021,2.28,5.19,2282.0,23.05,28.82,18.35,66.9,1.92,234.07,5.0,15.8,94.03,54.42
Wheat,Jharkhand,Total,2022,2.04,4.39,2146.0,23.29,29.62,18.05,64.11,2.0,235.34,3.15,16.76,93.99,49.29
Wheat,Jharkhand,Total,2023,2.28,4.81,2110.0,23.72,30.03,18.51,60.62,1.98,243.14,2.95,16.17,94.12,49.23
Wheat,Jharkhand,Total,2024,2.49,5.39,2169.0,23.73,29.75,18.8,65.14,2.01,237.66,4.04,15.9,94.07,54.58
Wheat,Karnataka,Rabi,2020,2.03,2.62,1291.0,25.29,31.46,20.2,68.57,2.92,197.92,3.02,18.73,94.12,53.59
Wheat,Karnataka,Rabi,2021,1.65,2.12,1287.0,25.12,31.24,20.17,68.46,2.92,184.98,2.59,18.1,94.11,57.42
Wheat,Karnataka,Rabi,2022,1.46,2.0,1373.0,25.14,31.45,20.02,67.57,2.89,189.9,2.65,18.12,94.08,54.47
Wheat,Karnataka,Rabi,2023,1.45,1.9,1309.0,26.31,33.38,20.41,58.1,3.15,182.85,1.49,19.21,94.21,47.28
Wheat,Karnataka,Rabi,2024,1.63,2.04,1253.0,26.17,32.38,21.02,65.15,3.03,182.84,2.56,17.99,94.14,54.57
Wheat,Karnataka,Total,2020,2.03,2.62,1291.0,25.29,31.46,20.2,68.57,2.92,197.92,3.02,18.73,94.12,53.59
Wheat,Karnataka,Total,2021,1.65,2.12,1287.0,25.12,31.24,20.17,68.46,2.92,184.98,2.59,18.1,94.11,57.42
Wheat,Karnataka,Total,2022,1.46,2.0,1373.0,25.14,31.45,20.02,67.57,2.89,189.9,2.65,18.12,94.08,54.47
Wheat,Karnataka,Total,2023,1.45,1.9,1309.0,26.31,33.38,20.41,58.1,3.15,182.85,1.49,19.21,94.21,47.28
Wheat,Karnataka,Total,2024,1.63,2.04,1253.0,26.17,32.38,21.02,65.15,3.03,182.84,2.56,17.99,94.14,54.57
Wheat,Kerala,Rabi,2021,0.0,0.0,1000.0,25.06,29.1,22.12,82.54,1.22,210.91,6.62,17.68,96.81,68.19
Wheat,Kerala,Total,2021,0.0,0.0,1000.0,25.06,29.1,22.12,82.54,1.22,210.91,6.62,17.68,96.81,68.19
Wheat,Ladakh,Rabi,2020,0.04,0.07,1600.0,-5.19,1.73,-12.02,66.5,1.89,215.86,1.25,18.93,58.55,56.84
Wheat,Ladakh,Rabi,2021,0.04,0.07,1600.0,-4.13,2.66,-10.82,63.15,1.91,220.13,1.24,18.02,58.61,60.12
Wheat,Ladakh,Rabi,2022,0.04,0.07,1553.0,-2.96,3.72,-9.29,61.8,1.88,233.7,1.25,18.51,58.61,59.98
Wheat,Ladakh,Rabi,2023,0.04,0.07,1553.0,-3.3,2.98,-9.45,62.37,1.83,222.33,1.37,18.9,58.66,59.55
Wheat,Ladakh,Total,2020,0.04,0.07,1600.0,-5.19,1.73,-12.02,66.5,1.89,215.86,1.25,18.93,58.55,56.84
Wheat,Ladakh,Total,2021,0.04,0.07,1600.0,-4.13,2.66,-10.82,63.15,1.91,220.13,1.24,18.02,58.61,60.12
Wheat,Ladakh,Total,2022,0.04,0.07,1553.0,-2.96,3.72,-9.29,61.8,1.88,233.7,1.25,18.51,58.61,59.98
Wheat,Ladakh,Total,2023,0.04,0.07,1553.0,-3.3,2.98,-9.45,62.37,1.83,222.33,1.37,18.9,58.66,59.55
Wheat,Lakshadweep,Rabi,2021,0.0,0.0,0.0,28.37,28.69,28.02,77.79,4.12,229.69,5.02,18.5,100.95,61.83
Wheat,Lakshadweep,Total,2021,0.0,0.0,0.0,28.37,28.69,28.02,77.79,4.12,229.69,5.02,18.5,100.95,61.83
Wheat,Madhya Pradesh,Rabi,2020,60.83,181.82,2989.0,25.38,32.23,19.43,58.73,1.97,190.95,3.53,17.98,96.48,45.97
Wheat,Madhya Pradesh,Rabi,2021,65.0,229.78,3535.0,25.75,32.51,19.81,55.59,2.06,182.3,3.44,17.57,96.44,49.01
Wheat,Madhya Pradesh,Rabi,2022,71.5,227.3,3179.0,25.73,32.47,19.73,57.24,2.01,183.31,4.75,18.18,96.39,41.6
Wheat,Madhya Pradesh,Rabi,2023,74.97,225.81,3012.0,25.49,32.36,19.58,58.16,2.06,198.55,3.76,17.74,96.56,42.89
Wheat,Madhya Pradesh,Rabi,2024,77.57,233.66,3012.0,25.91,32.66,20.06,58.71,2.01,179.22,4.34,17.02,96.48,48.46
Wheat,Madhya Pradesh,Total,2020,60.83,181.82,2989.0,25.38,32.23,19.43,58.73,1.97,190.95,3.53,17.98,96.48,45.97
Wheat,Madhya Pradesh,Total,2021,65.0,229.78,3535.0,25.75,32.51,19.81,55.59,2.06,182.3,3.44,17.57,96.44,49.01
Wheat,Madhya Pradesh,Total,2022,71.5,227.3,3179.0,25.73,32.47,19.73,57.24,2.01,183.31,4.75,18.18,96.39,41.6
Wheat,Madhya Pradesh,Total,2023,74.97,225.81,3012.0,25.49,32.36,19.58,58.16,2.06,198.55,3.76,17.74,96.56,42.89
Wheat,Madhya Pradesh,Total,2024,77.57,233.66,3012.0,25.91,32.66,20.06,58.71,2.01,179.22,4.34,17.02,96.48,48.46
Wheat,Maharashtra,Rabi,2020,11.26,20.71,1839.0,25.1,31.38,19.6,63.17,2.27,191.19,3.29,18.67,94.6,46.65
Wheat,Maharashtra,Rabi,2021,11.32,21.44,1894.0,25.39,31.67,19.96,61.07,2.35,197.45,2.65,17.71,94.58,53.08
Wheat,Maharashtra,Rabi,2022,12.19,23.74,1948.0,25.24,31.83,19.5,59.58,2.53,210.05,2.58,18.42,94.56,45.51
Wheat,Maharashtra,Rabi,2023,10.47,19.88,1899.0,25.4,32.41,19.43,57.29,2.69,199.48,2.14,18.44,94.71,43.0
Wheat,Maharashtra,Rabi,2024,11.52,22.03,1913.0,25.84,32.44,20.16,59.03,2.44,206.91,2.6,18.03,94.63,48.67
Wheat,Maharashtra,Total,2020,11.26,20.71,1839.0,25.1,31.38,19.6,63.17,2.27,191.19,3.29,18.67,94.6,46.65
Wheat,Maharashtra,Total,2021,11.32,21.44,1894.0,25.39,31.67,19.96,61.07,2.35,197.45,2.65,17.71,94.58,53.08
Wheat,Maharashtra,Total,2022,12.19,23.74,1948.0,25.24,31.83,19.5,59.58,2.53,210.05,2.58,18.42,94.56,45.51
Wheat,Maharashtra,Total,2023,10.47,19.88,1899.0,25.4,32.41,19.43,57.29,2.69,199.48,2.14,18.44,94.71,43.0
Wheat,Maharashtra,Total,2024,11.52,22.03,1913.0,25.84,32.44,20.16,59.03,2.44,206.91,2.6,18.03,94.63,48.67
Wheat,Manipur,Rabi,2020,0.02,0.06,2535.0,20.98,26.93,16.5,76.73,0.3,230.8,3.56,16.33,91.33,62.31
Wheat,Manipur,Rabi,2021,0.02,0.06,2457.0,21.6,28.05,16.78,71.94,0.32,227.76,2.83,16.77,91.31,58.88
Wheat,Manipur,Rabi,2022,0.02,0.06,2481.0,20.98,27.18,16.4,75.27,0.31,234.89,4.02,16.39,91.29,60.9
Wheat,Manipur,Rabi,2023,0.02,0.06,2600.0,21.91,28.53,16.95,69.64,0.3,229.61,2.87,16.8,91.37,56.92
Wheat,Manipur,Total,2020,0.02,0.06,2535.0,20.98,26.93,16.5,76.73,0.3,230.8,3.56,16.33,91.33,62.31
Wheat,Manipur,Total,2021,0.02,0.06,2457.0,21.6,28.05,16.78,71.94,0.32,227.76,2.83,16.77,91.31,58.88
Wheat,Manipur,Total,2022,0.02,0.06,2481.0,20.98,27.18,16.4,75.27,0.31,234.89,4.02,16.39,91.29,60.9
Wheat,Manipur,Total,2023,0.02,0.06,2600.0,21.91,28.53,16.95,69.64,0.3,229.61,2.87,16.8,91.37,56.92
Wheat,Meghalaya,Rabi,2020,0.0,0.01,1935.0,19.04,23.42,15.52,83.86,1.65,195.16,14.53,14.8,89.81,61.81
Wheat,Meghalaya,Rabi,2021,0.0,0.01,1935.0,19.19,23.74,15.52,81.42,1.69,196.92,8.93,15.59,89.79,57.15
Wheat,Meghalaya,Rabi,2022,0.0,0.0,1790.0,18.99,23.38,15.46,84.19,1.72,198.06,11.93,14.94,89.77,59.05
Wheat,Meghalaya,Rabi,2023,0.0,0.0,1790.0,19.37,24.01,15.63,80.95,1.62,183.9,10.12,15.72,89.86,56.47
Wheat,Meghalaya,Total,2020,0.0,0.01,1935.0,19.04,23.42,15.52,83.86,1.65,195.16,14.53,14.8,89.81,61.81
Wheat,Meghalaya,Total,2021,0.0,0.01,1935.0,19.19,23.74,15.52,81.42,1.69,196.92,8.93,15.59,89.79,57.15
Wheat,Meghalaya,Total,2022,0.0,0.0,1790.0,18.99,23.38,15.46,84.19,1.72,198.06,11.93,14.94,89.77,59.05
Wheat,Meghalaya,Total,2023,0.0,0.0,1790.0,19.37,24.01,15.63,80.95,1.62,183.9,10.12,15.72,89.86,56.47
Wheat,Nagaland,Rabi,2020,0.03,0.06,1834.0,20.1,25.82,15.61,78.13,0.24,179.38,4.91,15.13,90.02,67.4
Wheat,Nagaland,Rabi,2021,0.01,0.02,1688.0,20.46,26.6,15.69,75.25,0.26,182.2,3.65,16.03,90.01,61.63
Wheat,Nagaland,Rabi,2022,0.01,0.03,1838.0,20.1,26.09,15.46,75.81,0.26,176.28,4.54,15.43,89.99,63.41
Wheat,Nagaland,Rabi,2023,0.01,0.03,1840.0,20.59,26.81,15.76,73.33,0.27,171.94,4.29,15.82,90.07,62.48
Wheat,Nagaland,Total,2020,0.03,0.06,1834.0,20.1,25.82,15.61,78.13,0.24,179.38,4.91,15.13,90.02,67.4
Wheat,Nagaland,Total,2021,0.01,0.02,1688.0,20.46,26.6,15.69,75.25,0.26,182.2,3.65,16.03,90.01,61.63
Wheat,Nagaland,Total,2022,0.01,0.03,1838.0,20.1,26.09,15.46,75.81,0.26,176.28,4.54,15.43,89.99,63.41
Wheat,Nagaland,Total,2023,0.01,0.03,1840.0,20.59,26.81,15.76,73.33,0.27,171.94,4.29,15.82,90.07,62.48
Wheat,Odisha,Rabi,2020,0.0,0.0,1640.0,25.29,30.77,20.45,73.23,1.53,212.25,4.36,16.89,98.5,55.96
Wheat,Odisha,Rabi,2021,0.0,0.0,1705.0,25.96,31.5,21.04,69.29,1.66,200.37,4.05,16.33,98.45,59.09
Wheat,Odisha,Rabi,2022,0.0,0.0,1548.0,25.9,31.82,20.65,68.76,1.65,199.33,3.63,17.05,98.4,51.52
Wheat,Odisha,Rabi,2023,0.0,0.0,1894.0,26.25,32.2,21.01,65.53,1.65,222.75,3.84,16.61,98.53,53.48
Wheat,Odisha,Rabi,2024,0.0,0.0,1835.0,26.43,32.05,21.51,68.92,1.72,200.33,3.77,15.81,98.49,57.41
Wheat,Odisha,Total,2020,0.0,0.0,1640.0,25.29,30.77,20.45,73.23,1.53,212.25,4.36,16.89,98.5,55.96
Wheat,Odisha,Total,2021,0.0,0.0,1705.0,25.96,31.5,21.04,69.29,1.66,200.37,4.05,16.33,98.45,59.09
Wheat,Odisha,Total,2022,0.0,0.0,1548.0,25.9,31.82,20.65,68.76,1.65,199.33,3.63,17.05,98.4,51.52
Wheat,Odisha,Total,2023,0.0,0.0,1894.0,26.25,32.2,21.01,65.53,1.65,222.75,3.84,16.61,98.53,53.48
Wheat,Odisha,Total,2024,0.0,0.0,1835.0,26.43,32.05,21.51,68.92,1.72,200.33,3.77,15.81,98.49,57.41
Wheat,Puducherry,Rabi,2021,0.0,0.0,0.0,27.86,30.03,26.05,78.56,3.53,147.91,5.0,18.73,100.67,65.62
Wheat,Puducherry,Total,2021,0.0,0.0,0.0,27.86,30.03,26.05,78.56,3.53,147.91,5.0,18.73,100.67,65.62
Wheat,Punjab,Rabi,2020,35.3,171.86,4868.0,23.92,30.89,18.19,54.49,1.64,237.44,2.24,17.29,98.09,47.98
Wheat,Punjab,Rabi,2021,35.25,148.61,4216.0,24.85,32.13,18.8,49.98,1.63,240.95,2.2,16.91,98.03,53.6
Wheat,Punjab,Rabi,2022,35.35,167.83,4748.0,24.85,31.71,19.13,55.62,1.6,241.55,2.74,17.05,97.97,42.06
Wheat,Punjab,Rabi,2023,35.16,177.37,5045.0,23.66,30.17,18.31,59.65,1.45,236.81,3.83,16.68,98.15,43.15
Wheat,Punjab,Rabi,2024,35.0,179.05,5116.0,25.08,32.23,19.21,50.44,1.64,243.57,2.09,16.84,98.04,40.98
Wheat,Punjab,Total,2020,35.3,171.86,4868.0,23.92,30.89,18.19,54.49,1.64,237.44,2.24,17.29,98.09,47.98
Wheat,Punjab,Total,2021,35.25,148.61,4216.0,24.85,32.13,18.8,49.98,1.63,240.95,2.2,16.91,98.03,53.6
Wheat,Punjab,Total,2022,35.35,167.83,4748.0,24.85,31.71,19.13,55.62,1.6,241.55,2.74,17.05,97.97,42.06
Wheat,Punjab,Total,2023,35.16,177.37,5045.0,23.66,30.17,18.31,59.65,1.45,236.81,3.83,16.68,98.15,43.15
Wheat,Punjab,Total,2024,35.0,179.05,5116.0,25.08,32.23,19.21,50.44,1.64,243.57,2.09,16.84,98.04,40.98
Wheat,Rajasthan,Rabi,2020,30.02,110.35,3676.0,25.55,32.86,19.09,44.06,2.17,175.12,1.29,19.04,96.82,41.51
Wheat,Rajasthan,Rabi,2021,25.8,100.96,3913.0,26.04,33.24,19.8,44.7,2.31,169.29,1.57,18.73,96.75,40.26
Wheat,Rajasthan,Rabi,2022,27.94,106.36,3807.0,26.04,33.33,19.75,46.28,2.34,193.37,1.77,19.16,96.72,37.02
Wheat,Rajasthan,Rabi,2023,27.4,97.0,3540.0,25.04,32.05,18.98,49.41,2.25,186.83,2.26,18.65,96.89,42.74
Wheat,Rajasthan,Rabi,2024,31.68,113.82,3593.0,25.96,32.95,19.97,46.91,2.23,185.52,1.85,18.06,96.8,44.88
Wheat,Rajasthan,Total,2020,30.02,110.35,3676.0,25.55,32.86,19.09,44.06,2.17,175.12,1.29,19.04,96.82,41.51
Wheat,Rajasthan,Total,2021,25.8,100.96,3913.0,26.04,33.24,19.8,44.7,2.31,169.29,1.57,18.73,96.75,40.26
Wheat,Rajasthan,Total,2022,27.94,106.36,3807.0,26.04,33.33,19.75,46.28,2.34,193.37,1.77,19.16,96.72,37.02
Wheat,Rajasthan,Total,2023,27.4,97.0,3540.0,25.04,32.05,18.98,49.41,2.25,186.83,2.26,18.65,96.89,42.74
Wheat,Rajasthan,Total,2024,31.68,113.82,3593.0,25.96,32.95,19.97,46.91,2.23,185.52,1.85,18.06,96.8,44.88
Wheat,Sikkim,Rabi,2020,0.0,0.0,1154.0,7.14,11.97,3.54,81.03,1.48,199.5,5.71,13.86,69.3,73.6
Wheat,Sikkim,Rabi,2021,0.0,0.0,1155.0,7.54,12.51,3.9,78.96,1.42,199.88,5.31,14.14,69.31,71.83
Wheat,Sikkim,Rabi,2022,0.0,0.0,1155.0,7.62,12.5,3.95,82.8,1.46,201.86,5.29,13.97,69.28,71.2
Wheat,Sikkim,Rabi,2023,0.0,0.0,1160.0,7.57,12.61,3.85,79.44,1.44,197.0,4.68,14.14,69.38,69.79
Wheat,Sikkim,Total,2020,0.0,0.0,1154.0,7.14,11.97,3.54,81.03,1.48,199.5,5.71,13.86,69.3,73.6
Wheat,Sikkim,Total,2021,0.0,0.0,1155.0,7.54,12.51,3.9,78.96,1.42,199.88,5.31,14.14,69.31,71.83
Wheat,Sikkim,Total,2022,0.0,0.0,1155.0,7.62,12.5,3.95,82.8,1.46,201.86,5.29,13.97,69.28,71.2
Wheat,Sikkim,Total,2023,0.0,0.0,1160.0,7.57,12.61,3.85,79.44,1.44,197.0,4.68,14.14,69.38,69.79
Wheat,Telangana,Rabi,2020,0.06,0.16,2640.0,25.74,31.45,20.81,67.38,2.28,167.51,3.41,18.15,95.55,52.67
Wheat,Telangana,Rabi,2021,0.07,0.14,2009.0,25.57,31.22,20.73,66.93,2.22,171.54,3.15,17.82,95.53,55.49
Wheat,Telangana,Rabi,2022,0.03,0.06,2073.0,25.72,31.64,20.64,65.15,2.3,171.58,3.09,18.16,95.49,50.26
Wheat,Telangana,Rabi,2023,0.04,0.07,1714.0,25.95,32.16,20.63,61.9,2.34,176.69,2.93,18.16,95.64,47.15
Wheat,Telangana,Rabi,2024,0.03,0.05,2017.0,26.48,32.4,21.42,64.53,2.42,173.24,2.75,17.68,95.57,53.95
Wheat,Telangana,Total,2020,0.06,0.16,2640.0,25.74,31.45,20.81,67.38,2.28,167.51,3.41,18.15,95.55,52.67
Wheat,Telangana,Total,2021,0.07,0.14,2009.0,25.57,31.22,20.73,66.93,2.22,171.54,3.15,17.82,95.53,55.49
Wheat,Telangana,Total,2022,0.03,0.06,2073.0,25.72,31.64,20.64,65.15,2.3,171.58,3.09,18.16,95.49,50.26
Wheat,Telangana,Total,2023,0.04,0.07,1714.0,25.95,32.16,20.63,61.9,2.34,176.69,2.93,18.16,95.64,47.15
Wheat,Telangana,Total,2024,0.03,0.05,2017.0,26.48,32.4,21.42,64.53,2.42,173.24,2.75,17.68,95.57,53.95
Wheat,Tripura,Rabi,2020,0.0,0.0,2071.0,24.33,28.98,20.42,81.5,0.16,171.22,7.12,16.56,99.63,61.42
Wheat,Tripura,Rabi,2021,0.0,0.0,2071.0,24.68,29.65,20.57,78.33,0.16,161.96,5.98,16.93,99.6,58.89
Wheat,Tripura,Rabi,2022,0.0,0.0,2048.0,24.55,29.51,20.37,78.94,0.17,169.3,6.35,17.15,99.59,56.02
Wheat,Tripura,Rabi,2023,0.0,0.0,2048.0,25.08,30.25,20.78,76.72,0.17,152.56,6.36,16.89,99.66,57.03
Wheat,Tripura,Total,2020,0.0,0.0,2071.0,24.33,28.98,20.42,81.5,0.16,171.22,7.12,16.56,99.63,61.42
Wheat,Tripura,Total,2021,0.0,0.0,2071.0,24.68,29.65,20.57,78.33,0.16,161.96,5.98,16.93,99.6,58.89
Wheat,Tripura,Total,2022,0.0,0.0,2048.0,24.55,29.51,20.37,78.94,0.17,169.3,6.35,17.15,99.59,56.02
Wheat,Tripura,Total,2023,0.0,0.0,2048.0,25.08,30.25,20.78,76.72,0.17,152.56,6.36,16.89,99.66,57.03
Wheat,Uttar Pradesh,Rabi,2020,98.52,355.07,3604.0,24.77,31.35,19.15,59.2,1.92,215.01,2.79,16.69,99.46,46.01
Wheat,Uttar Pradesh,Rabi,2021,94.2,339.5,3604.0,25.17,31.49,19.64,57.92,1.96,222.7,3.69,16.46,99.4,50.29
Wheat,Uttar Pradesh,Rabi,2022,95.19,336.1,3531.0,25.45,31.93,19.76,59.9,2.03,217.35,2.94,17.09,99.37,42.66
Wheat,Uttar Pradesh,Rabi,2023,95.32,353.4,3708.0,25.55,31.91,20.04,56.91,1.87,223.95,2.61,16.73,99.52,44.24
Wheat,Uttar Pradesh,Rabi,2024,95.99,362.42,3776.0,25.79,32.17,20.16,56.15,1.96,223.75,3.18,16.2,99.45,48.53
Wheat,Uttar Pradesh,Total,2020,98.52,355.07,3604.0,24.77,31.35,19.15,59.2,1.92,215.01,2.79,16.69,99.46,46.01
Wheat,Uttar Pradesh,Total,2021,94.2,339.5,3604.0,25.17,31.49,19.64,57.92,1.96,222.7,3.69,16.46,99.4,50.29
Wheat,Uttar Pradesh,Total,2022,95.19,336.1,3531.0,25.45,31.93,19.76,59.9,2.03,217.35,2.94,17.09,99.37,42.66
Wheat,Uttar Pradesh,Total,2023,95.32,353.4,3708.0,25.55,31.91,20.04,56.91,1.87,223.95,2.61,16.73,99.52,44.24
Wheat,Uttar Pradesh,Total,2024,95.99,362.42,3776.0,25.79,32.17,20.16,56.15,1.96,223.75,3.18,16.2,99.45,48.53
Wheat,Uttarakhand,Rabi,2020,3.12,9.55,3062.0,18.29,23.93,13.87,60.84,1.55,225.86,3.31,16.8,87.25,63.23
Wheat,Uttarakhand,Rabi,2021,2.98,8.63,2896.0,18.91,24.67,14.46,57.77,1.55,231.12,3.95,16.65,87.23,62.65
Wheat,Uttarakhand,Rabi,2022,2.85,8.31,2916.0,19.14,24.61,14.79,63.36,1.58,229.14,3.69,16.59,87.18,62.05
Wheat,Uttarakhand,Rabi,2023,2.68,8.69,3244.0,18.75,24.17,14.63,65.02,1.59,226.21,4.02,15.61,87.3,63.25
Wheat,Uttarakhand,Rabi,2024,2.58,8.49,3291.0,19.47,25.06,15.21,59.62,1.64,222.8,3.41,16.3,87.25,62.72
Wheat,Uttarakhand,Total,2020,3.12,9.55,3062.0,18.29,23.93,13.87,60.84,1.55,225.86,3.31,16.8,87.25,63.23
